Person,System,EntitlementName,PermissionConfigurationDisplayName,LastChangedOn
Quinten Jonker (500088),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/09/2025 10:32:00
Quinten Jonker (500088),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/16/2025 07:03:00
Quinten Jonker (500088),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/03/2025 09:35:00
Quinten Jonker (500088),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,01/08/2026 15:27:00
Quinten Jonker (500088),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,07/29/2026 13:46:00
Quinten Jonker (500088),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,07/24/2026 06:11:00
Quinten Jonker (500088),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,09/10/2025 23:01:00
Quinten Jonker (500088),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,06/12/2025 06:03:00
Quinten Jonker (500088),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,05/02/2025 11:42:00
Quinten Jonker (500088),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,07/17/2026 01:52:00
Quinten Jonker (500088),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,10/17/2025 01:54:00
Quinten Jonker (500088),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),,04/28/2025 19:10:00
Eva Fokkema (500089),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,10/15/2025 03:32:00
Eva Fokkema (500089),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,11/05/2025 06:11:00
Eva Fokkema (500089),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,02/23/2026 07:17:00
Eva Fokkema (500089),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,07/07/2026 07:19:00
Eva Fokkema (500089),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,10/25/2025 10:14:00
Eva Fokkema (500089),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,01/16/2026 08:55:00
Eva Fokkema (500089),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,05/15/2025 15:05:00
Eva Fokkema (500089),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,07/26/2026 10:39:00
Eva Fokkema (500089),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,04/20/2025 02:08:00
Olivier Roozendaal (500090),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/01/2025 19:38:00
Olivier Roozendaal (500090),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/08/2025 23:52:00
Olivier Roozendaal (500090),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/14/2025 10:04:00
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/18/2026 07:28:00
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/14/2026 17:54:00
Olivier Roozendaal (500090),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,10/25/2025 20:20:00
Olivier Roozendaal (500090),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,10/23/2025 07:20:00
Olivier Roozendaal (500090),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,12/21/2025 06:55:00
Olivier Roozendaal (500090),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,04/15/2025 02:02:00
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,01/22/2026 20:50:00
Olivier Roozendaal (500090),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,11/12/2025 11:24:00
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,05/12/2025 01:28:00
Olivier Roozendaal (500090),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),,03/01/2026 23:57:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,03/19/2026 14:12:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,11/28/2025 00:42:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,06/12/2026 06:34:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,04/05/2026 09:12:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,07/16/2026 23:33:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,04/22/2026 03:22:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),,06/16/2026 23:57:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,05/10/2025 20:17:00
Ursula Dijkgraaf (500091),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,07/16/2025 02:17:00
Xander Elzinga (500092),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,11/20/2025 08:04:00
Xander Elzinga (500092),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/13/2026 22:46:00
Xander Elzinga (500092),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/12/2026 19:30:00
Xander Elzinga (500092),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/04/2025 02:06:00
Xander Elzinga (500092),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/13/2026 03:28:00
Xander Elzinga (500092),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,06/12/2026 16:28:00
Kim Terlouw (500093),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/14/2026 01:22:00
Kim Terlouw (500093),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,04/17/2025 06:00:00
Kim Terlouw (500093),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/01/2025 06:55:00
Kim Terlouw (500093),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,08/13/2025 06:39:00
Kim Terlouw (500093),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,05/13/2025 17:20:00
Kim Terlouw (500093),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),,12/20/2025 00:46:00
Kim Terlouw (500093),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),,04/30/2026 21:51:00
Kim Terlouw (500093),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),,04/15/2026 15:31:00
Kim Terlouw (500093),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),,05/10/2025 01:06:00
Kim Terlouw (500093),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,02/23/2026 02:57:00
Kim Terlouw (500093),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,05/27/2025 00:29:00
Mila Dijkgraaf (500094),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/06/2026 10:53:00
Mila Dijkgraaf (500094),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,01/15/2026 11:28:00
Mila Dijkgraaf (500094),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,10/01/2025 23:47:00
Mila Dijkgraaf (500094),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,11/21/2025 01:15:00
Kim Oosterhuis (500095),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,11/13/2025 05:44:00
Kim Oosterhuis (500095),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,01/28/2026 16:29:00
Kim Oosterhuis (500095),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/25/2026 23:52:00
Gijs Muijs (500096),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,12/02/2025 08:43:00
Gijs Muijs (500096),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/07/2025 05:07:00
Gijs Muijs (500096),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,08/12/2025 16:47:00
Gijs Muijs (500096),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/17/2026 07:26:00
Gijs Muijs (500096),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/18/2026 01:16:00
Gijs Muijs (500096),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/08/2026 16:29:00
Gijs Muijs (500096),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,08/21/2025 16:33:00
Gijs Muijs (500096),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,04/19/2026 09:22:00
Gijs Muijs (500096),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,05/16/2025 21:59:00
Gijs Muijs (500096),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,09/27/2025 01:55:00
Gijs Muijs (500096),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,04/08/2026 07:19:00
Zoë Coenen (500097),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,02/17/2026 07:02:00
Zoë Coenen (500097),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/18/2026 04:43:00
Zoë Coenen (500097),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/31/2025 11:00:00
Zoë Coenen (500097),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/27/2025 21:30:00
Zoë Coenen (500097),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,11/15/2025 19:14:00
Zoë Coenen (500097),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),,05/22/2025 00:48:00
Zoë Coenen (500097),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,04/25/2026 11:15:00
Bram Wielenga (500098),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,09/28/2025 13:40:00
Bram Wielenga (500098),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,04/14/2025 18:36:00
Bram Wielenga (500098),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,08/23/2025 13:27:00
Daan Fokkema (500099),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/15/2026 18:57:00
Daan Fokkema (500099),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/23/2026 15:26:00
Daan Fokkema (500099),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/26/2025 08:10:00
Wout Oosterhuis (500100),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,06/05/2025 21:39:00
Wout Oosterhuis (500100),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,05/13/2026 13:11:00
Wout Oosterhuis (500100),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,12/21/2025 05:10:00
Wout Oosterhuis (500100),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,09/21/2025 22:58:00
Vera Berkhout (500101),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,02/23/2026 08:57:00
Vera Berkhout (500101),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,09/24/2025 01:13:00
Vera Berkhout (500101),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,06/10/2026 19:25:00
Vera Berkhout (500101),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,01/22/2026 10:41:00
Vera Berkhout (500101),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,09/30/2025 03:58:00
Vera Berkhout (500101),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),,06/27/2025 16:20:00
Vera Berkhout (500101),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,03/26/2026 10:31:00
Vera Berkhout (500101),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,02/08/2026 14:09:00
Vera Berkhout (500101),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),,07/29/2025 12:24:00
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/08/2026 03:18:00
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/29/2026 11:08:00
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,05/09/2025 20:57:00
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,04/02/2025 04:19:00
Iris Vroegindeweij (500102),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,01/28/2026 10:15:00
Roos Muijs (500103),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,03/29/2025 14:54:00
Roos Muijs (500103),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,10/13/2025 15:01:00
Roos Muijs (500103),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,02/16/2026 05:09:00
Roos Muijs (500103),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,02/07/2026 06:49:00
Roos Muijs (500103),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),,08/12/2025 04:36:00
Roos Muijs (500103),Microsoft Active Directory,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),,06/08/2025 16:25:00
Roos Muijs (500103),Microsoft Active Directory,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),,08/12/2025 17:25:00
Roos Muijs (500103),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),,03/18/2026 18:36:00
Roos Muijs (500103),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),,07/10/2025 22:20:00
Roos Muijs (500103),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,03/27/2025 01:53:00
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,05/14/2026 03:46:00
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/26/2026 18:28:00
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,01/13/2026 04:28:00
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,10/15/2025 15:53:00
Bram Quaedvlieg (500104),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,11/26/2025 17:24:00
Bram Quaedvlieg (500104),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,01/03/2026 15:34:00
Sem Kalisvaart (500105),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,07/31/2026 17:19:00
Sem Kalisvaart (500105),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,05/23/2025 02:29:00
Sem Kalisvaart (500105),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/06/2026 17:25:00
Sem Kalisvaart (500105),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,05/14/2025 22:42:00
Sem Kalisvaart (500105),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,04/10/2025 19:59:00
Sem Kalisvaart (500105),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,08/18/2025 08:41:00
Sem Kalisvaart (500105),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),,02/08/2026 17:23:00
Sem Kalisvaart (500105),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),,12/18/2025 23:03:00
Kim Pronk (500106),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),,10/23/2025 11:03:00
Kim Pronk (500106),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/04/2025 05:19:00
Kim Pronk (500106),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,11/28/2025 19:27:00
Kim Pronk (500106),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,10/28/2025 03:57:00
Kim Pronk (500106),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),,07/29/2025 08:55:00
Kim Pronk (500106),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,08/06/2025 18:08:00
Kim Pronk (500106),Microsoft Active Directory,APP-HRM02-Portal (avo.local/Demo/Groups/APP-HRM02-Portal),,08/23/2025 08:33:00
Kim Pronk (500106),Microsoft Active Directory,FS-HRM02-RW (avo.local/Demo/Groups/FS-HRM02-RW),,05/18/2025 21:50:00
Kim Pronk (500106),Microsoft Active Directory,TEAM-HRM02 (avo.local/Demo/Groups/TEAM-HRM02),,05/09/2026 01:12:00
Kim Pronk (500106),Microsoft Active Directory,MBX-HRM02 (avo.local/Demo/Groups/MBX-HRM02),,12/20/2025 19:17:00
Kim Pronk (500106),Microsoft Active Directory,ROLE-Verpleegkundige (avo.local/Demo/Groups/ROLE-Verpleegkundige),,02/14/2026 09:17:00
Kim Pronk (500106),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),,10/05/2025 20:10:00
Mila Uijlenbroek (500107),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/12/2026 00:25:00
Mila Uijlenbroek (500107),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,06/22/2025 06:31:00
Mila Uijlenbroek (500107),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/14/2026 05:32:00
Mila Uijlenbroek (500107),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),,07/24/2025 03:18:00
Mila Uijlenbroek (500107),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),,05/04/2025 14:21:00
Mila Uijlenbroek (500107),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),,07/29/2025 19:27:00
Mila Uijlenbroek (500107),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),,06/22/2025 00:05:00
Mila Uijlenbroek (500107),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,03/22/2025 21:17:00
Lars Fokkema (500108),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,09/18/2025 20:51:00
Lars Fokkema (500108),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),,12/03/2025 19:59:00
Lars Fokkema (500108),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,03/24/2025 01:18:00
Lars Fokkema (500108),Microsoft Active Directory,APP-ICT03-Portal (avo.local/Demo/Groups/APP-ICT03-Portal),,01/10/2026 13:59:00
Lars Fokkema (500108),Microsoft Active Directory,FS-ICT03-RO (avo.local/Demo/Groups/FS-ICT03-RO),,10/15/2025 23:33:00
Lars Fokkema (500108),Microsoft Active Directory,FS-ICT03-RW (avo.local/Demo/Groups/FS-ICT03-RW),,06/08/2025 18:34:00
Vera Elzinga (500109),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,07/28/2025 20:48:00
Vera Elzinga (500109),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),,03/17/2026 15:17:00
Vera Elzinga (500109),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),,12/02/2025 16:48:00
Sem Vroegindeweij (500110),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),,06/13/2025 22:31:00
Sem Vroegindeweij (500110),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),,12/10/2025 07:06:00
