Person,System,EntitlementName,Operation,CreatedOn,FinishedOn,Origins,Result
Eva Fokkema (500089),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,07/26/2026 10:39:00,07/26/2026 10:40:23,PersonUpdate,Succeeded
Eva Fokkema (500089),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,04/20/2025 02:08:00,04/20/2025 02:09:21,ContractUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/01/2025 19:38:00,07/01/2025 19:38:10,PersonUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,05/08/2025 23:52:00,05/08/2025 23:52:27,PersonUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,06/14/2025 10:04:00,06/14/2025 10:05:03,Import,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,06/18/2026 07:28:00,06/18/2026 07:28:42,ContractUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,03/14/2026 17:54:00,03/14/2026 17:55:13,BusinessRuleUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),Grant,10/25/2025 20:20:00,10/25/2025 20:20:08,PersonUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),Grant,10/23/2025 07:20:00,10/23/2025 07:20:09,BusinessRuleUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),Grant,12/21/2025 06:55:00,12/21/2025 06:56:25,BusinessRuleUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),Grant,04/15/2025 02:02:00,04/15/2025 02:02:08,BusinessRuleUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,01/22/2026 20:50:00,01/22/2026 20:51:17,PersonUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,11/12/2025 11:24:00,11/12/2025 11:24:38,PersonUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,APP-Adobe-AcrobatPro (avo.local/Demo/Groups/APP-Adobe-AcrobatPro),Grant,05/12/2025 01:28:00,05/12/2025 01:28:12,PersonUpdate,Succeeded
Olivier Roozendaal (500090),Microsoft Active Directory,FS-Begeleider-DATA (avo.local/Demo/Groups/FS-Begeleider-DATA),Grant,03/01/2026 23:57:00,03/01/2026 23:57:43,BusinessRuleUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,03/19/2026 14:12:00,03/19/2026 14:12:02,ContractUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,11/28/2025 00:42:00,11/28/2025 00:42:03,ContractUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,06/12/2026 06:34:00,06/12/2026 06:34:45,ContractUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,04/05/2026 09:12:00,04/05/2026 09:13:06,BusinessRuleUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,07/16/2026 23:33:00,07/16/2026 23:34:19,BusinessRuleUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,04/22/2026 03:22:00,04/22/2026 03:22:20,BusinessRuleUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,TEAM-CB12 (avo.local/Demo/Groups/TEAM-CB12),Grant,06/16/2026 23:57:00,06/16/2026 23:57:51,BusinessRuleUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,05/10/2025 20:17:00,05/10/2025 20:17:12,BusinessRuleUpdate,Succeeded
Ursula Dijkgraaf (500091),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,07/16/2025 02:17:00,07/16/2025 02:17:40,BusinessRuleUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,11/20/2025 08:04:00,11/20/2025 08:04:10,ContractUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/13/2026 22:46:00,06/13/2026 22:47:23,ContractUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Revoke,06/29/2026 22:46:00,06/29/2026 22:46:10,ContractUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,07/09/2026 22:46:00,07/09/2026 22:47:18,ContractUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,05/12/2026 19:30:00,05/12/2026 19:30:22,Import,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,06/04/2025 02:06:00,06/04/2025 02:06:19,ContractUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/13/2026 03:28:00,05/13/2026 03:28:44,Import,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Revoke,06/18/2026 03:28:00,06/18/2026 03:28:06,ContractUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,06/29/2026 03:28:00,06/29/2026 03:28:56,ContractUpdate,Succeeded
Xander Elzinga (500092),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,06/12/2026 16:28:00,06/12/2026 16:29:29,Import,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/14/2026 01:22:00,06/14/2026 01:23:15,ContractUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,04/17/2025 06:00:00,04/17/2025 06:01:02,PersonUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,12/01/2025 06:55:00,12/01/2025 06:56:26,ContractUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,08/13/2025 06:39:00,08/13/2025 06:39:06,PersonUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,05/13/2025 17:20:00,05/13/2025 17:20:11,ContractUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,APP-CB12-Portal (avo.local/Demo/Groups/APP-CB12-Portal),Grant,12/20/2025 00:46:00,12/20/2025 00:47:28,PersonUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,FS-CB12-RO (avo.local/Demo/Groups/FS-CB12-RO),Grant,04/30/2026 21:51:00,04/30/2026 21:51:38,PersonUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,FS-CB12-RW (avo.local/Demo/Groups/FS-CB12-RW),Grant,04/15/2026 15:31:00,04/15/2026 15:31:44,Import,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,05/10/2025 01:06:00,05/10/2025 01:06:41,Import,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Revoke,06/08/2025 01:06:00,06/08/2025 01:06:19,ContractUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,MBX-CB12 (avo.local/Demo/Groups/MBX-CB12),Grant,06/10/2025 01:06:00,06/10/2025 01:06:52,ContractUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,02/23/2026 02:57:00,02/23/2026 02:58:18,ContractUpdate,Succeeded
Kim Terlouw (500093),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,05/27/2025 00:29:00,05/27/2025 00:30:15,BusinessRuleUpdate,Succeeded
Mila Dijkgraaf (500094),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,07/06/2026 10:53:00,07/06/2026 10:53:20,ContractUpdate,Succeeded
Mila Dijkgraaf (500094),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,01/15/2026 11:28:00,01/15/2026 11:29:26,Import,Succeeded
Mila Dijkgraaf (500094),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,10/01/2025 23:47:00,10/01/2025 23:47:13,Import,Succeeded
Mila Dijkgraaf (500094),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,11/21/2025 01:15:00,11/21/2025 01:15:15,ContractUpdate,Succeeded
Kim Oosterhuis (500095),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,11/13/2025 05:44:00,11/13/2025 05:45:11,Import,Succeeded
Kim Oosterhuis (500095),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,01/28/2026 16:29:00,01/28/2026 16:29:48,PersonUpdate,Succeeded
Kim Oosterhuis (500095),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/25/2026 23:52:00,06/25/2026 23:52:56,BusinessRuleUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,12/02/2025 08:43:00,12/02/2025 08:43:34,PersonUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,09/07/2025 05:07:00,09/07/2025 05:07:09,PersonUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,08/12/2025 16:47:00,08/12/2025 16:47:19,Import,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/17/2026 07:26:00,04/17/2026 07:26:01,PersonUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,07/18/2026 01:16:00,07/18/2026 01:16:49,BusinessRuleUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,03/08/2026 16:29:00,03/08/2026 16:29:47,BusinessRuleUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),Grant,08/21/2025 16:33:00,08/21/2025 16:34:11,BusinessRuleUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),Revoke,10/13/2025 16:33:00,10/13/2025 16:33:03,ContractUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),Grant,10/26/2025 16:33:00,10/26/2025 16:34:25,ContractUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),Grant,04/19/2026 09:22:00,04/19/2026 09:23:22,Import,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),Grant,05/16/2025 21:59:00,05/16/2025 21:59:24,ContractUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,MBX-CA010 (avo.local/Demo/Groups/MBX-CA010),Grant,09/27/2025 01:55:00,09/27/2025 01:55:01,ContractUpdate,Succeeded
Gijs Muijs (500096),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,04/08/2026 07:19:00,04/08/2026 07:19:07,BusinessRuleUpdate,Succeeded
Zoë Coenen (500097),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,02/17/2026 07:02:00,02/17/2026 07:02:33,Import,Succeeded
Zoë Coenen (500097),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/18/2026 04:43:00,06/18/2026 04:44:12,ContractUpdate,Succeeded
Zoë Coenen (500097),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,12/31/2025 11:00:00,12/31/2025 11:00:19,BusinessRuleUpdate,Succeeded
Zoë Coenen (500097),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/27/2025 21:30:00,04/27/2025 21:31:06,PersonUpdate,Succeeded
Zoë Coenen (500097),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,11/15/2025 19:14:00,11/15/2025 19:14:27,Import,Succeeded
Zoë Coenen (500097),Microsoft Active Directory,ROLE-Verzorgende (avo.local/Demo/Groups/ROLE-Verzorgende),Grant,05/22/2025 00:48:00,05/22/2025 00:49:26,BusinessRuleUpdate,Succeeded
Zoë Coenen (500097),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,04/25/2026 11:15:00,04/25/2026 11:15:59,ContractUpdate,Succeeded
Bram Wielenga (500098),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,09/28/2025 13:40:00,09/28/2025 13:40:30,PersonUpdate,Succeeded
Bram Wielenga (500098),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,04/14/2025 18:36:00,04/14/2025 18:36:48,PersonUpdate,Succeeded
Bram Wielenga (500098),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,08/23/2025 13:27:00,08/23/2025 13:27:30,BusinessRuleUpdate,Succeeded
Daan Fokkema (500099),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/15/2026 18:57:00,06/15/2026 18:58:16,Import,Succeeded
Daan Fokkema (500099),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,06/23/2026 15:26:00,06/23/2026 15:26:36,ContractUpdate,Succeeded
Daan Fokkema (500099),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,05/26/2025 08:10:00,05/26/2025 08:11:05,BusinessRuleUpdate,Succeeded
Wout Oosterhuis (500100),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,06/05/2025 21:39:00,06/05/2025 21:40:21,Import,Succeeded
Wout Oosterhuis (500100),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,05/13/2026 13:11:00,05/13/2026 13:11:20,PersonUpdate,Succeeded
Wout Oosterhuis (500100),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,12/21/2025 05:10:00,12/21/2025 05:11:11,BusinessRuleUpdate,Succeeded
Wout Oosterhuis (500100),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,09/21/2025 22:58:00,09/21/2025 22:58:48,PersonUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,02/23/2026 08:57:00,02/23/2026 08:57:46,ContractUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,09/24/2025 01:13:00,09/24/2025 01:14:29,PersonUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,06/10/2026 19:25:00,06/10/2026 19:25:27,BusinessRuleUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Revoke,07/22/2026 19:25:00,07/22/2026 19:26:29,ContractUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,08/03/2026 23:00:00,08/03/2026 23:00:39,ContractUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,APP-CA010-Portal (avo.local/Demo/Groups/APP-CA010-Portal),Grant,01/22/2026 10:41:00,01/22/2026 10:41:18,Import,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),Grant,09/30/2025 03:58:00,09/30/2025 03:59:19,Import,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),Revoke,10/21/2025 03:58:00,10/21/2025 03:59:07,ContractUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,FS-CA010-RO (avo.local/Demo/Groups/FS-CA010-RO),Grant,11/09/2025 03:58:00,11/09/2025 03:58:15,ContractUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,FS-CA010-RW (avo.local/Demo/Groups/FS-CA010-RW),Grant,06/27/2025 16:20:00,06/27/2025 16:21:29,PersonUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,TEAM-CA010 (avo.local/Demo/Groups/TEAM-CA010),Grant,03/26/2026 10:31:00,03/26/2026 10:31:34,Import,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,APP-Selfservice (avo.local/Demo/Groups/APP-Selfservice),Grant,02/08/2026 14:09:00,02/08/2026 14:09:43,ContractUpdate,Succeeded
Vera Berkhout (500101),Microsoft Active Directory,APP-Copilot (avo.local/Demo/Groups/APP-Copilot),Grant,07/29/2025 12:24:00,07/29/2025 12:25:30,BusinessRuleUpdate,Succeeded
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,05/08/2026 03:18:00,05/08/2026 03:18:21,BusinessRuleUpdate,Succeeded
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/29/2026 11:08:00,06/29/2026 11:08:47,PersonUpdate,Succeeded
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,05/09/2025 20:57:00,05/09/2025 20:57:44,ContractUpdate,Succeeded
Iris Vroegindeweij (500102),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/02/2025 04:19:00,04/02/2025 04:19:01,BusinessRuleUpdate,Succeeded
Iris Vroegindeweij (500102),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,01/28/2026 10:15:00,01/28/2026 10:16:22,Import,Succeeded
Roos Muijs (500103),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,03/29/2025 14:54:00,03/29/2025 14:54:10,BusinessRuleUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,10/13/2025 15:01:00,10/13/2025 15:01:12,Import,Succeeded
Roos Muijs (500103),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Revoke,11/20/2025 15:01:00,11/20/2025 15:02:04,ContractUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,11/28/2025 15:01:00,11/28/2025 15:01:09,ContractUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,02/16/2026 05:09:00,02/16/2026 05:09:54,ContractUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Revoke,04/15/2026 05:09:00,04/15/2026 05:10:16,ContractUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,04/29/2026 05:09:00,04/29/2026 05:09:55,ContractUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,APP-Office365 (avo.local/Demo/Groups/APP-Office365),Grant,02/07/2026 06:49:00,02/07/2026 06:49:49,BusinessRuleUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,APP-FIN01-Portal (avo.local/Demo/Groups/APP-FIN01-Portal),Grant,08/12/2025 04:36:00,08/12/2025 04:37:18,Import,Succeeded
Roos Muijs (500103),Microsoft Active Directory,FS-FIN01-RO (avo.local/Demo/Groups/FS-FIN01-RO),Grant,06/08/2025 16:25:00,06/08/2025 16:26:19,BusinessRuleUpdate,Succeeded
Roos Muijs (500103),Microsoft Active Directory,TEAM-FIN01 (avo.local/Demo/Groups/TEAM-FIN01),Grant,08/12/2025 17:25:00,08/12/2025 17:25:03,Import,Succeeded
Roos Muijs (500103),Microsoft Active Directory,MBX-FIN01 (avo.local/Demo/Groups/MBX-FIN01),Grant,03/18/2026 18:36:00,03/18/2026 18:37:13,Import,Succeeded
Roos Muijs (500103),Microsoft Active Directory,ROLE-Begeleider (avo.local/Demo/Groups/ROLE-Begeleider),Grant,07/10/2025 22:20:00,07/10/2025 22:21:28,Import,Succeeded
Roos Muijs (500103),Microsoft Active Directory,APP-Visio (avo.local/Demo/Groups/APP-Visio),Grant,03/27/2025 01:53:00,03/27/2025 01:53:07,PersonUpdate,Succeeded
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-Antivirus (avo.local/Demo/Groups/SEC-Antivirus),Grant,05/14/2026 03:46:00,05/14/2026 03:47:11,ContractUpdate,Succeeded
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-DiskEncryption (avo.local/Demo/Groups/SEC-DiskEncryption),Grant,06/26/2026 18:28:00,06/26/2026 18:28:36,ContractUpdate,Succeeded
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-MFA-Enrolled (avo.local/Demo/Groups/SEC-MFA-Enrolled),Grant,01/13/2026 04:28:00,01/13/2026 04:28:15,Import,Succeeded
Bram Quaedvlieg (500104),Microsoft Active Directory,SEC-Endpoint-Protection (avo.local/Demo/Groups/SEC-Endpoint-Protection),Grant,10/15/2025 15:53:00,10/15/2025 15:53:48,PersonUpdate,Succeeded
Bram Quaedvlieg (500104),Microsoft Active Directory,APP-Intranet (avo.local/Demo/Groups/APP-Intranet),Grant,11/26/2025 17:24:00,11/26/2025 17:25:06,BusinessRuleUpdate,Succeeded
